day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;2600;ASH_COATED_OSMIUM;9993;14;;;;;10010;14;;;;;10001.5;0.0
1;2600;INTARIAN_PEPPER_ROOT;12999;18;;;;;13012;5;13015;23;;;13005.5;0.0
1;2700;ASH_COATED_OSMIUM;9993;21;9989;29;;;10009;13;10011;20;;;10001.0;0.0
1;2700;INTARIAN_PEPPER_ROOT;13000;9;;;;;13014;17;;;;;13005.5;0.0
1;2800;ASH_COATED_OSMIUM;9992;13;;;;;10008;15;;;;;10000.0;0.0
1;2800;INTARIAN_PEPPER_ROOT;13000;9;;;;;13013;9;;;;;13005.5;0.0
1;2900;ASH_COATED_OSMIUM;9991;30;9991;28;;;10010;25;10012;21;;;10000.5;0.0
1;2900;INTARIAN_PEPPER_ROOT;12998;11;12998;23;;;13013;9;13018;23;;;13006.0;0.0
1;3000;ASH_COATED_OSMIUM;9991;10;;;;;10009;11;10011;20;;;10000.5;0.0
1;3000;INTARIAN_PEPPER_ROOT;13000;9;12997;23;;;13012;12;;;;;13006.0;0.0
1;3100;ASH_COATED_OSMIUM;9991;11;9990;30;;;10009;5;;;;;10000.5;0.0
1;3100;INTARIAN_PEPPER_ROOT;13000;17;12997;16;;;13013;12;13016;20;;;13006.0;0.0
1;3200;ASH_COATED_OSMIUM;9992;4;9989;24;;;10009;13;;;;;10000.5;0.0
1;3200;INTARIAN_PEPPER_ROOT;13000;8;12997;15;;;13013;12;13016;12;;;13006.0;0.0
1;3300;ASH_COATED_OSMIUM;9992;12;9990;22;;;10008;13;10016;26;;;10000.0;0.0
1;3300;INTARIAN_PEPPER_ROOT;12999;9;12998;20;;;13013;20;;;;;13006.0;0.0
1;3400;ASH_COATED_OSMIUM;9992;10;9990;27;;;10008;15;;;;;10000.0;0.0
1;3400;INTARIAN_PEPPER_ROOT;12999;3;;;;;13014;12;13016;24;;;13006.5;0.0
1;3500;ASH_COATED_OSMIUM;9992;15;9990;22;;;10008;13;10008;22;;;9999.5;0.0
1;3500;INTARIAN_PEPPER_ROOT;13000;12;12997;20;;;13015;11;13016;19;;;13006.5;0.0
1;3600;ASH_COATED_OSMIUM;9991;15;;;;;10007;10;;;;;9999.0;0.0
1;3600;INTARIAN_PEPPER_ROOT;13001;12;12999;22;;;13013;11;13015;24;;;13006.5;0.0
1;3700;ASH_COATED_OSMIUM;9992;14;9989;30;;;10009;13;10010;28;10016;21;9999.5;0.0
1;3700;INTARIAN_PEPPER_ROOT;13000;7;12995;18;;;13012;11;13016;15;;;13006.5;0.0
1;3800;ASH_COATED_OSMIUM;9993;11;9991;29;;;10009;15;10013;20;;;10000.5;0.0
1;3800;INTARIAN_PEPPER_ROOT;12999;8;12998;25;;;13014;9;;;;;13007.0;0.0
1;3900;ASH_COATED_OSMIUM;9993;14;9991;25;;;10009;25;10011;20;;;10000.5;0.0
1;3900;INTARIAN_PEPPER_ROOT;13006;12;12997;24;;;13014;8;13017;15;;;13007.0;0.0
1;4000;ASH_COATED_OSMIUM;9992;28;9990;23;;;10009;14;10012;28;;;10001.0;0.0
1;4000;INTARIAN_PEPPER_ROOT;13000;12;12998;21;;;13014;8;13017;15;;;13007.0;0.0
1;4100;ASH_COATED_OSMIUM;9993;11;9990;27;;;10009;11;10013;27;;;10001.0;0.0
1;4100;INTARIAN_PEPPER_ROOT;13001;9;12998;20;;;13013;10;13017;21;;;13007.0;0.0
1;4200;ASH_COATED_OSMIUM;9991;25;9989;26;;;10009;11;10011;21;;;10001.0;0.0
1;4200;INTARIAN_PEPPER_ROOT;13001;11;;;;;13014;8;13016;21;;;13007.0;0.0
1;4300;ASH_COATED_OSMIUM;9993;13;9991;30;;;10009;13;10013;25;;;10001.0;0.0
1;4300;INTARIAN_PEPPER_ROOT;13001;11;12999;16;;;13014;12;13020;21;;;13007.5;0.0
1;4400;ASH_COATED_OSMIUM;9993;14;9989;21;;;10005;13;10013;23;;;10001.0;0.0
1;4400;INTARIAN_PEPPER_ROOT;13001;10;12995;22;;;13016;10;13017;15;;;13007.5;0.0
1;4500;ASH_COATED_OSMIUM;9991;13;9991;24;;;10010;14;10013;29;;;10001.5;0.0
1;4500;INTARIAN_PEPPER_ROOT;13002;11;;;;;13015;11;13017;21;;;13007.5;0.0
1;4600;ASH_COATED_OSMIUM;9994;15;9990;28;;;10011;15;;;;;10001.5;0.0
1;4600;INTARIAN_PEPPER_ROOT;12999;8;12998;15;;;13014;8;13017;20;;;13007.5;0.0
1;4700;ASH_COATED_OSMIUM;9993;11;9992;27;;;10010;23;10007;27;;;10001.5;0.0
1;4700;INTARIAN_PEPPER_ROOT;13002;11;12999;19;;;13014;19;13018;19;;;13008.0;0.0
1;4800;ASH_COATED_OSMIUM;9996;15;9992;21;;;10008;24;10007;20;;;10001.5;0.0
1;4800;INTARIAN_PEPPER_ROOT;13002;12;12999;21;;;13010;9;;;;;13008.0;0.0
1;4900;ASH_COATED_OSMIUM;9993;10;9989;21;;;10009;14;10011;28;;;10001.0;0.0
1;4900;INTARIAN_PEPPER_ROOT;13002;9;12998;20;;;13016;12;;;;;13008.0;0.0
1;5000;ASH_COATED_OSMIUM;9993;12;;;;;10009;20;;;;;10001.0;0.0
1;5000;INTARIAN_PEPPER_ROOT;13002;12;13001;24;12996;15;13016;8;;;;;13008.0;0.0
1;5100;ASH_COATED_OSMIUM;9992;10;;;;;10010;10;;;;;10001.5;0.0
1;5100;INTARIAN_PEPPER_ROOT;13002;10;13000;19;;;13018;11;;;;;13008.0;0.0
1;5200;ASH_COATED_OSMIUM;9994;10;9991;30;;;10012;21;10012;29;;;10001.5;0.0
1;5200;INTARIAN_PEPPER_ROOT;13002;15;13000;24;;;13017;8;13017;20;;;13008.5;0.0
1;5300;ASH_COATED_OSMIUM;9991;12;9991;26;;;10010;15;;;;;10001.5;0.0
1;5300;INTARIAN_PEPPER_ROOT;13001;12;12999;23;;;13015;23;13018;20;;;13008.5;0.0
1;5400;ASH_COATED_OSMIUM;9994;15;;;;;10010;10;;;;;10001.5;0.0
1;5400;INTARIAN_PEPPER_ROOT;13005;10;13000;24;;;13015;11;13019;9;;;13008.5;0.0
1;5500;ASH_COATED_OSMIUM;9995;10;9992;30;;;10010;15;10012;29;;;10001.5;0.0
1;5500;INTARIAN_PEPPER_ROOT;13003;9;12998;25;;;13016;11;13016;11;;;13008.5;0.0
1;5600;ASH_COATED_OSMIUM;9992;13;9992;30;;;10010;12;;;;;10001.5;0.0
1;5600;INTARIAN_PEPPER_ROOT;13004;8;;;;;13016;23;;;;;13009.0;0.0
1;5700;ASH_COATED_OSMIUM;9997;11;9991;23;;;10010;12;10012;20;;;10001.5;0.0
1;5700;INTARIAN_PEPPER_ROOT;13001;10;;;;;13017;11;13019;15;;;13009.0;0.0
1;5800;ASH_COATED_OSMIUM;9994;10;9992;24;;;10010;10;10012;28;;;10002.0;0.0
1;5800;INTARIAN_PEPPER_ROOT;13003;11;12998;19;;;13017;15;13019;19;;;13009.0;0.0
1;5900;ASH_COATED_OSMIUM;9995;25;9996;27;;;10011;13;10014;27;;;10002.5;0.0
1;5900;INTARIAN_PEPPER_ROOT;13002;11;12999;16;;;13017;8;13018;21;;;13009.0;0.0
1;6000;ASH_COATED_OSMIUM;9995;10;9991;30;;;10012;14;;;;;10002.5;0.0
1;6000;INTARIAN_PEPPER_ROOT;13002;9;;;;;13016;9;;;;;13009.0;0.0
1;6100;ASH_COATED_OSMIUM;9995;2;9995;22;;;10011;11;10011;25;;;10002.5;0.0
1;6100;INTARIAN_PEPPER_ROOT;13003;12;;;;;13017;9;;;;;13009.5;0.0
1;6200;ASH_COATED_OSMIUM;9995;13;9992;29;;;10013;27;10014;24;;;10003.0;0.0
1;6200;INTARIAN_PEPPER_ROOT;13002;23;13000;21;;;13016;16;13020;23;;;13009.5;0.0
1;6300;ASH_COATED_OSMIUM;9998;15;9993;24;;;10011;26;10014;20;;;10003.0;0.0
1;6300;INTARIAN_PEPPER_ROOT;13004;12;13001;24;;;13017;12;13018;22;;;13009.5;0.0
1;6400;ASH_COATED_OSMIUM;9993;14;;;;;10013;12;10013;22;;;10002.5;0.0
1;6400;INTARIAN_PEPPER_ROOT;13008;24;12998;17;;;13017;11;13018;19;;;13009.5;0.0
1;6500;ASH_COATED_OSMIUM;9992;13;;;;;10009;30;10013;27;;;10002.5;0.0
1;6500;INTARIAN_PEPPER_ROOT;13004;12;13000;20;;;13016;11;;;;;13009.5;0.0
1;6600;ASH_COATED_OSMIUM;9994;12;;;;;10010;15;;;;;10002.0;0.0
1;6600;INTARIAN_PEPPER_ROOT;13001;11;13002;24;;;13016;17;13018;23;;;13010.0;0.0
1;6700;ASH_COATED_OSMIUM;9992;15;9991;30;;;10010;22;;;;;10001.5;0.0
1;6700;INTARIAN_PEPPER_ROOT;13004;10;13001;25;;;13017;8;;;;;13010.0;0.0
1;6800;ASH_COATED_OSMIUM;9993;14;9990;28;;;10011;20;10013;30;;;10001.0;0.0
1;6800;INTARIAN_PEPPER_ROOT;13004;12;;;;;13017;16;13020;15;;;13010.0;0.0
1;6900;ASH_COATED_OSMIUM;9991;27;9990;25;;;10009;13;10013;30;;;10000.5;0.0
1;6900;INTARIAN_PEPPER_ROOT;13004;11;13002;18;;;13017;9;;;;;13010.0;0.0
1;7000;ASH_COATED_OSMIUM;9993;14;9990;25;;;10007;11;10012;25;;;10001.0;0.0
1;7000;INTARIAN_PEPPER_ROOT;13004;11;13001;15;;;13018;8;13019;23;;;13010.5;0.0
1;7100;ASH_COATED_OSMIUM;9999;13;9990;21;;;10009;14;10011;30;;;10001.0;0.0
1;7100;INTARIAN_PEPPER_ROOT;13004;12;13000;17;;;13020;3;;;;;13010.5;0.0
1;7200;ASH_COATED_OSMIUM;9993;22;9989;26;;;10009;12;10011;30;;;10001.0;0.0
1;7200;INTARIAN_PEPPER_ROOT;13001;11;13001;11;;;13012;22;13020;21;;;13010.5;0.0
1;7300;ASH_COATED_OSMIUM;9993;12;9991;23;;;10010;14;;;;;10001.0;0.0
1;7300;INTARIAN_PEPPER_ROOT;13005;10;13001;23;;;13018;7;13020;15;;;13010.5;0.0
1;7400;ASH_COATED_OSMIUM;9993;14;9991;28;;;10009;10;10011;27;;;10001.0;0.0
1;7400;INTARIAN_PEPPER_ROOT;13003;10;;;;;13020;12;13020;22;;;13011.0;0.0
1;7500;ASH_COATED_OSMIUM;9992;25;9990;23;;;10009;13;;;;;10000.5;0.0
1;7500;INTARIAN_PEPPER_ROOT;13004;12;;;;;13018;15;13020;24;;;13011.0;0.0
1;7600;ASH_COATED_OSMIUM;9998;13;9990;30;;;10009;22;10014;25;;;10000.5;0.0
1;7600;INTARIAN_PEPPER_ROOT;13004;9;;;;;13017;11;13021;20;;;13011.0;0.0
1;7700;ASH_COATED_OSMIUM;9992;15;;;;;10010;15;;;;;10000.0;0.0
1;7700;INTARIAN_PEPPER_ROOT;13003;8;13003;21;;;13017;11;13020;15;;;13011.0;0.0
1;7800;ASH_COATED_OSMIUM;9991;25;9992;21;;;10004;14;10011;26;;;9999.0;0.0
1;7800;INTARIAN_PEPPER_ROOT;13006;9;13001;17;;;13019;11;13021;23;;;13011.0;0.0
1;7900;ASH_COATED_OSMIUM;9990;13;9989;30;;;10008;10;10013;22;;;9999.5;0.0
1;7900;INTARIAN_PEPPER_ROOT;13006;10;;;;;13018;10;13021;17;;;13011.5;0.0
1;8000;ASH_COATED_OSMIUM;9990;15;;;;;10008;26;;;;;9999.5;0.0
1;8000;INTARIAN_PEPPER_ROOT;13011;20;13002;24;;;13018;12;;;;;13011.5;0.0
1;8100;ASH_COATED_OSMIUM;9990;11;9989;24;;;10009;15;;;;;9999.5;0.0
1;8100;INTARIAN_PEPPER_ROOT;13003;11;;;;;13013;22;13020;17;;;13011.5;0.0
1;8200;ASH_COATED_OSMIUM;9992;14;9990;12;;;10008;13;10010;21;;;9999.5;0.0
1;8200;INTARIAN_PEPPER_ROOT;13005;10;;;;;13018;11;13021;18;;;13011.5;0.0
1;8300;ASH_COATED_OSMIUM;9991;15;9989;30;;;10008;10;;;;;10000.0;0.0
1;8300;INTARIAN_PEPPER_ROOT;13004;19;13003;23;;;13018;12;;;13027;18;13011.5;0.0
1;8400;ASH_COATED_OSMIUM;9992;11;9991;29;;;10009;15;;;;;10000.5;0.0
1;8400;INTARIAN_PEPPER_ROOT;13005;8;13003;23;;;13019;5;13021;25;;;13012.0;0.0
1;8500;ASH_COATED_OSMIUM;9991;11;9990;25;;;10009;12;10014;29;;;10000.0;0.0
1;8500;INTARIAN_PEPPER_ROOT;13007;8;13003;20;;;13019;9;13023;18;;;13012.0;0.0
1;8600;ASH_COATED_OSMIUM;9992;14;9989;28;;;10008;15;10010;28;;;9999.5;0.0
1;8600;INTARIAN_PEPPER_ROOT;13005;15;13003;10;;;13020;10;13022;24;;;13012.0;0.0
1;8700;ASH_COATED_OSMIUM;9996;15;9985;29;;;10010;13;10012;22;;;10000.5;0.0
1;8700;INTARIAN_PEPPER_ROOT;13005;11;;;;;13018;9;13023;21;;;13012.0;0.0
1;8800;ASH_COATED_OSMIUM;9993;12;9990;26;;;10009;12;;;;;10000.5;0.0
1;8800;INTARIAN_PEPPER_ROOT;13006;9;13003;15;;;13020;11;13022;18;;;13012.5;0.0
1;8900;ASH_COATED_OSMIUM;9992;14;;;;;10008;13;10010;21;;;10000.0;0.0
1;8900;INTARIAN_PEPPER_ROOT;13007;18;;;;;13019;11;;;;;13012.5;0.0
1;9000;ASH_COATED_OSMIUM;9992;11;;;;;10008;12;10011;24;;;10000.0;0.0
1;9000;INTARIAN_PEPPER_ROOT;13007;10;;;;;13019;11;13022;16;;;13012.5;0.0
1;9100;ASH_COATED_OSMIUM;9991;12;9990;30;;;10008;10;10011;22;;;10000.0;0.0
1;9100;INTARIAN_PEPPER_ROOT;13011;9;13004;16;;;13021;12;;;;;13012.5;0.0
1;9200;ASH_COATED_OSMIUM;9991;15;9989;25;;;10008;14;;;;;10000.0;0.0
1;9200;INTARIAN_PEPPER_ROOT;13011;10;;;;;13019;10;13022;21;;;13012.5;0.0
1;9300;ASH_COATED_OSMIUM;9992;15;9990;26;;;10009;12;;;;;10000.0;0.0
1;9300;INTARIAN_PEPPER_ROOT;13006;8;13004;24;;;13019;10;13024;18;;;13013.0;0.0
1;9400;ASH_COATED_OSMIUM;9991;13;9990;24;;;10008;13;;;;;10000.0;0.0
1;9400;INTARIAN_PEPPER_ROOT;13007;11;13005;16;;;13020;11;13023;17;;;13013.0;0.0
1;9500;ASH_COATED_OSMIUM;9992;14;9989;25;;;10009;15;;;;;9999.5;0.0
1;9500;INTARIAN_PEPPER_ROOT;13006;11;13002;17;;;13021;8;;;;;13013.0;0.0
1;9600;ASH_COATED_OSMIUM;9992;15;9989;24;;;10008;11;10010;23;;;9999.5;0.0
1;9600;INTARIAN_PEPPER_ROOT;13006;11;;;13000;15;13018;12;13021;18;;;13013.0;0.0
1;9700;ASH_COATED_OSMIUM;9992;11;;;;;10009;14;10012;30;;;10000.0;0.0
1;9700;INTARIAN_PEPPER_ROOT;13006;17;;;;;13019;16;13021;23;;;13013.0;0.0
1;9800;ASH_COATED_OSMIUM;9992;13;9989;30;;;10008;12;;;;;10000.0;0.0
1;9800;INTARIAN_PEPPER_ROOT;13008;10;13005;15;;;13020;9;13022;21;;;13013.5;0.0
1;9900;ASH_COATED_OSMIUM;9991;13;9990;23;;;10010;10;10011;28;;;10000.0;0.0
1;9900;INTARIAN_PEPPER_ROOT;13007;9;;;;;13019;23;;;;;13013.5;0.0
1;10000;ASH_COATED_OSMIUM;9993;22;9990;26;;;10009;12;10011;23;;;10000.5;0.0
1;10000;INTARIAN_PEPPER_ROOT;13007;8;13003;23;;;13022;9;13022;25;;;13013.5;0.0
1;10100;ASH_COATED_OSMIUM;9992;13;9990;30;;;10010;14;10010;14;;;10000.0;0.0
1;10100;INTARIAN_PEPPER_ROOT;13008;11;13005;24;;;13020;8;13023;15;;;13013.5;0.0
1;10200;ASH_COATED_OSMIUM;9992;14;9988;27;;;10008;20;10006;28;;;10000.0;0.0
1;10200;INTARIAN_PEPPER_ROOT;13008;9;;;;;13015;8;13023;22;;;13013.5;0.0
1;10300;ASH_COATED_OSMIUM;9990;4;9989;30;;;10005;11;10011;27;;;9999.5;0.0
1;10300;INTARIAN_PEPPER_ROOT;13007;12;13004;18;;;13021;12;13024;17;;;13014.0;0.0
1;10400;ASH_COATED_OSMIUM;9991;14;;;;;10009;29;10009;29;;;9999.0;0.0
1;10400;INTARIAN_PEPPER_ROOT;13007;12;13006;24;;;13022;9;13023;24;;;13014.0;0.0
1;10500;ASH_COATED_OSMIUM;9990;11;9990;20;;;10008;13;10010;20;;;9999.5;0.0
1;10500;INTARIAN_PEPPER_ROOT;13007;11;;;;;13015;21;13023;19;;;13014.0;0.0
1;10600;ASH_COATED_OSMIUM;9993;15;9990;11;;;10009;15;;;;;10000.5;0.0
1;10600;INTARIAN_PEPPER_ROOT;13008;12;13005;23;;;13020;12;;;;;13014.0;0.0
1;10700;ASH_COATED_OSMIUM;9993;14;9989;20;;;10009;13;;;;;10000.5;0.0
1;10700;INTARIAN_PEPPER_ROOT;13005;11;13007;16;;;13024;9;;;;;13014.5;0.0
1;10800;ASH_COATED_OSMIUM;9993;11;;;;;10009;21;10011;30;;;10000.5;0.0
1;10800;INTARIAN_PEPPER_ROOT;13007;12;;;;;13021;11;13024;17;;;13014.5;0.0
1;10900;ASH_COATED_OSMIUM;9992;14;9990;21;;;10008;12;;;;;10000.0;0.0
1;10900;INTARIAN_PEPPER_ROOT;13009;11;13003;15;;;13021;10;13024;21;;;13014.5;0.0
1;11000;ASH_COATED_OSMIUM;9996;28;9989;22;;;10010;13;10011;27;;;10000.5;0.0
1;11000;INTARIAN_PEPPER_ROOT;13008;9;;;;;13020;11;13023;20;;;13014.5;0.0
1;11100;ASH_COATED_OSMIUM;9993;15;;;;;10006;10;10013;26;;;10000.5;0.0
1;11100;INTARIAN_PEPPER_ROOT;13008;10;13003;19;;;13022;8;13025;22;;;13014.5;0.0
1;11200;ASH_COATED_OSMIUM;9992;15;9990;27;;;10010;14;10011;29;;;10000.0;0.0
1;11200;INTARIAN_PEPPER_ROOT;13009;12;;;;;13023;8;13025;22;;;13015.0;0.0
1;11300;ASH_COATED_OSMIUM;9992;27;;;;;10008;14;10011;26;;;9999.5;0.0
1;11300;INTARIAN_PEPPER_ROOT;13010;11;13005;15;;;13021;12;13026;20;13032;17;13015.0;0.0
1;11400;ASH_COATED_OSMIUM;9992;14;9990;21;;;10009;10;10011;30;;;10000.0;0.0
1;11400;INTARIAN_PEPPER_ROOT;13009;22;;;;;13022;9;;;;;13015.0;0.0
1;11500;ASH_COATED_OSMIUM;9992;11;9989;26;;;10005;10;;;;;10000.0;0.0
1;11500;INTARIAN_PEPPER_ROOT;13014;16;;;;;13023;22;;;;;13015.0;0.0
1;11600;ASH_COATED_OSMIUM;9992;15;9990;24;;;10005;12;;;;;10000.0;0.0
1;11600;INTARIAN_PEPPER_ROOT;13009;12;13006;20;;;13021;12;13026;25;;;13015.5;0.0
1;11700;ASH_COATED_OSMIUM;9991;10;;;;;10008;27;10011;15;;;10000.0;0.0
1;11700;INTARIAN_PEPPER_ROOT;13009;18;13006;18;;;13022;8;13025;18;;;13015.5;0.0
1;11800;ASH_COATED_OSMIUM;9991;12;9990;22;;;10008;10;;;;;10000.0;0.0
1;11800;INTARIAN_PEPPER_ROOT;13010;11;;;;;13023;11;13027;18;;;13015.5;0.0
1;11900;ASH_COATED_OSMIUM;9992;27;9990;24;;;10010;28;10010;25;;;9999.5;0.0
1;11900;INTARIAN_PEPPER_ROOT;13010;12;13004;24;;;13022;12;;;;;13015.5;0.0
1;12000;ASH_COATED_OSMIUM;9992;15;;;;;10008;11;;;;;9999.5;0.0
1;12000;INTARIAN_PEPPER_ROOT;13010;12;13005;20;;;13022;8;;;;;13015.5;0.0
1;12100;ASH_COATED_OSMIUM;9991;10;;;;;10005;14;10010;21;;;9999.0;0.0
1;12100;INTARIAN_PEPPER_ROOT;13011;9;13007;20;;;13023;9;13026;23;;;13016.0;0.0
1;12200;ASH_COATED_OSMIUM;9991;11;9984;20;;;10007;23;10011;24;;;9998.5;0.0
1;12200;INTARIAN_PEPPER_ROOT;13011;10;;;;;13025;11;;;;;13016.0;0.0
1;12300;ASH_COATED_OSMIUM;9990;15;9987;23;;;10008;12;10010;30;10012;29;9998.0;0.0
1;12300;INTARIAN_PEPPER_ROOT;13008;10;13007;20;;;13022;11;;;;;13016.0;0.0
1;12400;ASH_COATED_OSMIUM;9989;6;;;;;10006;13;;;;;9998.0;0.0
1;12400;INTARIAN_PEPPER_ROOT;13008;10;13007;15;;;13023;8;;;13029;18;13016.0;0.0
1;12500;ASH_COATED_OSMIUM;9989;14;;;;;10003;11;10008;25;10014;26;9998.0;0.0
1;12500;INTARIAN_PEPPER_ROOT;13010;11;13007;21;;;13023;9;13026;22;;;13016.0;0.0
1;12600;ASH_COATED_OSMIUM;9991;13;9988;29;;;10007;11;10010;20;;;9998.5;0.0
1;12600;INTARIAN_PEPPER_ROOT;13010;12;13007;19;;;13023;25;13028;22;;;13016.5;0.0
1;12700;ASH_COATED_OSMIUM;9991;13;9988;25;;;10007;15;;;;;9999.0;0.0
1;12700;INTARIAN_PEPPER_ROOT;13010;8;;;;;13023;12;13026;15;;;13016.5;0.0
1;12800;ASH_COATED_OSMIUM;9991;12;;;;;10009;13;10009;25;;;9999.0;0.0
1;12800;INTARIAN_PEPPER_ROOT;13008;11;13006;23;;;13023;10;;;;;13016.5;0.0
1;12900;ASH_COATED_OSMIUM;9991;15;9994;25;;;10009;11;10010;28;;;9999.0;0.0
1;12900;INTARIAN_PEPPER_ROOT;13008;16;;;;;13024;12;13026;16;;;13016.5;0.0
1;13000;ASH_COATED_OSMIUM;9991;13;9988;22;;;10007;11;10007;14;;;9999.0;0.0
