day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;3600;ASH_COATED_OSMIUM;9993;21;;;;;10009;25;;;;;10001.0;0.0
2;3600;INTARIAN_PEPPER_ROOT;11776;25;;;;;11787;10;;;;;11781.5;0.0
2;3700;ASH_COATED_OSMIUM;9995;15;9991;22;;;10009;15;;;;;10000.5;0.0
2;3700;INTARIAN_PEPPER_ROOT;11776;24;11770;25;;;11788;9;11790;21;;;11781.5;0.0
2;3800;ASH_COATED_OSMIUM;9993;21;9991;22;;;10009;30;10011;23;;;10001.0;0.0
2;3800;INTARIAN_PEPPER_ROOT;11775;20;;;;;11789;15;;;;;11781.5;0.0
2;3900;ASH_COATED_OSMIUM;9992;12;9990;27;;;10008;20;;;;;10000.0;0.0
2;3900;INTARIAN_PEPPER_ROOT;11774;8;11771;17;;;11788;12;11793;25;;;11781.5;0.0
2;4000;ASH_COATED_OSMIUM;9992;15;9988;24;;;10008;14;10011;23;;;9999.5;0.0
2;4000;INTARIAN_PEPPER_ROOT;11776;11;11773;23;;;11789;21;11791;18;;;11781.5;0.0
2;4100;ASH_COATED_OSMIUM;9991;29;;;;;10009;22;10011;30;10013;20;9999.5;0.0
2;4100;INTARIAN_PEPPER_ROOT;11775;12;;;;;11788;9;;;;;11781.5;0.0
2;4200;ASH_COATED_OSMIUM;9992;10;;;;;10008;14;;;;;10000.0;0.0
2;4200;INTARIAN_PEPPER_ROOT;11775;8;11774;25;;;11789;8;;;;;11781.5;0.0
2;4300;ASH_COATED_OSMIUM;9992;11;;;;;10008;15;;;;;10000.0;0.0
2;4300;INTARIAN_PEPPER_ROOT;11776;9;;;;;11788;11;;;;;11781.5;0.0
2;4400;ASH_COATED_OSMIUM;9991;14;;;;;10008;12;10012;11;;;9999.5;0.0
2;4400;INTARIAN_PEPPER_ROOT;11774;8;;;;;11789;11;11792;17;;;11781.0;0.0
2;4500;ASH_COATED_OSMIUM;9992;8;9995;20;;;10009;27;;;;;9999.5;0.0
2;4500;INTARIAN_PEPPER_ROOT;11780;9;11772;20;;;11788;17;11790;24;;;11781.0;0.0
2;4600;ASH_COATED_OSMIUM;9992;12;;;;;10009;10;10010;27;;;9999.5;0.0
2;4600;INTARIAN_PEPPER_ROOT;11775;25;11771;20;11768;17;11787;12;11790;17;;;11781.0;0.0
2;4700;ASH_COATED_OSMIUM;9991;24;9988;22;;;10008;27;10011;26;;;9999.5;0.0
2;4700;INTARIAN_PEPPER_ROOT;11775;12;11773;16;;;11788;10;11791;16;;;11781.0;0.0
2;4800;ASH_COATED_OSMIUM;9991;14;9989;22;;;10009;30;10010;20;;;9999.0;0.0
2;4800;INTARIAN_PEPPER_ROOT;11775;11;11772;16;;;11787;8;11790;18;;;11781.0;0.0
2;4900;ASH_COATED_OSMIUM;9990;10;;;;;10007;27;10009;24;;;9999.0;0.0
2;4900;INTARIAN_PEPPER_ROOT;11775;8;;;;;11788;18;11791;19;;;11781.0;0.0
2;5000;ASH_COATED_OSMIUM;9992;13;;;;;10008;12;;;;;9999.5;0.0
2;5000;INTARIAN_PEPPER_ROOT;11773;9;;;;;11788;6;11791;21;;;11781.0;0.0
2;5100;ASH_COATED_OSMIUM;9992;12;9989;11;;;10008;15;;;;;9999.5;0.0
2;5100;INTARIAN_PEPPER_ROOT;11776;11;11772;23;;;11787;12;11791;17;;;11781.0;0.0
2;5200;ASH_COATED_OSMIUM;9991;14;9990;26;9987;26;10010;12;10010;23;;;10000.0;0.0
2;5200;INTARIAN_PEPPER_ROOT;11776;12;;;;;11787;19;11790;24;;;11781.0;0.0
2;5300;ASH_COATED_OSMIUM;9993;25;;;;;10009;2;;;;;10000.5;0.0
2;5300;INTARIAN_PEPPER_ROOT;11775;12;11772;15;;;11787;19;11791;22;;;11781.0;0.0
2;5400;ASH_COATED_OSMIUM;9992;14;9990;20;;;10009;14;10010;30;;;9999.5;0.0
2;5400;INTARIAN_PEPPER_ROOT;11773;21;;;;;11787;12;11791;25;;;11780.5;0.0
2;5500;ASH_COATED_OSMIUM;9990;12;9988;20;;;10008;11;10009;21;;;9999.0;0.0
2;5500;INTARIAN_PEPPER_ROOT;11773;7;11771;18;;;11787;10;;;;;11780.5;0.0
2;5600;ASH_COATED_OSMIUM;9988;14;9989;27;;;10008;11;10010;26;;;9998.5;0.0
2;5600;INTARIAN_PEPPER_ROOT;11775;12;11772;18;;;11787;11;11790;17;;;11780.5;0.0
2;5700;ASH_COATED_OSMIUM;9991;11;9988;25;;;10007;10;;;;;9999.0;0.0
2;5700;INTARIAN_PEPPER_ROOT;11775;10;11771;21;;;11786;8;11789;24;;;11780.5;0.0
2;5800;ASH_COATED_OSMIUM;9991;14;9988;28;;;10007;22;10009;24;;;9998.5;0.0
2;5800;INTARIAN_PEPPER_ROOT;11772;11;11771;17;;;11789;8;11789;16;;;11780.5;0.0
2;5900;ASH_COATED_OSMIUM;9991;12;9987;25;;;10010;13;;;;;9999.0;0.0
2;5900;INTARIAN_PEPPER_ROOT;11775;12;11769;15;;;11789;12;11789;22;;;11780.5;0.0
2;6000;ASH_COATED_OSMIUM;9990;13;9988;25;;;10008;4;10010;20;;;9999.0;0.0
2;6000;INTARIAN_PEPPER_ROOT;11774;11;;;;;11782;24;11790;16;;;11780.5;0.0
2;6100;ASH_COATED_OSMIUM;9992;11;9990;22;;;10008;14;;;;;9999.5;0.0
2;6100;INTARIAN_PEPPER_ROOT;11773;11;11771;17;;;11788;8;;;;;11780.5;0.0
2;6200;ASH_COATED_OSMIUM;9992;13;9990;26;;;10003;14;;;;;10000.0;0.0
2;6200;INTARIAN_PEPPER_ROOT;11775;12;11772;21;;;11788;10;11789;17;;;11780.5;0.0
2;6300;ASH_COATED_OSMIUM;9993;15;9991;29;;;10009;13;;;;;10000.5;0.0
2;6300;INTARIAN_PEPPER_ROOT;11774;9;11771;20;;;11786;9;11789;20;;;11780.0;0.0
2;6400;ASH_COATED_OSMIUM;9991;12;9990;29;;;10010;14;;;;;10000.5;0.0
2;6400;INTARIAN_PEPPER_ROOT;11774;8;11770;21;;;11787;9;11790;15;;;11780.0;0.0
2;6500;ASH_COATED_OSMIUM;9998;14;9990;30;;;10004;14;;;;;10000.5;0.0
2;6500;INTARIAN_PEPPER_ROOT;11774;11;;;;;11787;11;11789;16;;;11780.0;0.0
2;6600;ASH_COATED_OSMIUM;9993;2;9989;21;;;10010;13;10012;21;;;10000.5;0.0
2;6600;INTARIAN_PEPPER_ROOT;11773;10;11776;17;;;11786;12;;;;;11780.0;0.0
2;6700;ASH_COATED_OSMIUM;9992;25;9989;24;9987;24;10008;14;10011;20;;;10000.0;0.0
2;6700;INTARIAN_PEPPER_ROOT;11774;9;11771;17;;;11786;20;;;;;11780.0;0.0
2;6800;ASH_COATED_OSMIUM;9991;12;;;;;10010;10;10012;26;;;10000.0;0.0
2;6800;INTARIAN_PEPPER_ROOT;11777;8;11769;20;;;11786;12;11788;17;;;11780.0;0.0
2;6900;ASH_COATED_OSMIUM;9992;11;9989;24;;;10008;11;10011;20;10014;20;10000.0;0.0
2;6900;INTARIAN_PEPPER_ROOT;11774;19;;;;;11787;9;11789;21;;;11780.0;0.0
2;7000;ASH_COATED_OSMIUM;9992;14;9989;25;;;10008;10;10012;30;;;10000.0;0.0
2;7000;INTARIAN_PEPPER_ROOT;11773;10;11771;19;;;11787;12;11791;24;;;11780.0;0.0
2;7100;ASH_COATED_OSMIUM;9994;14;;;;;10011;8;;;;;10001.5;0.0
2;7100;INTARIAN_PEPPER_ROOT;11779;23;;;;;11787;9;;;;;11780.0;0.0
2;7200;ASH_COATED_OSMIUM;9992;22;;;;;10010;12;10011;29;;;10001.0;0.0
2;7200;INTARIAN_PEPPER_ROOT;11774;25;11772;22;;;11788;9;;;;;11780.0;0.0
2;7300;ASH_COATED_OSMIUM;9993;11;;;;;10009;15;10007;27;;;10000.5;0.0
2;7300;INTARIAN_PEPPER_ROOT;11773;9;11771;23;;;11786;9;;;;;11780.0;0.0
2;7400;ASH_COATED_OSMIUM;9998;10;9996;30;;;10009;14;10012;23;;;10001.0;0.0
2;7400;INTARIAN_PEPPER_ROOT;11774;10;11770;15;;;11786;22;11791;21;;;11779.5;0.0
2;7500;ASH_COATED_OSMIUM;9993;14;9990;21;;;10010;14;;;;;10001.0;0.0
2;7500;INTARIAN_PEPPER_ROOT;11774;12;;;;;11786;8;11788;16;;;11779.5;0.0
2;7600;ASH_COATED_OSMIUM;9992;15;9990;20;;;10009;12;;;;;10001.0;0.0
2;7600;INTARIAN_PEPPER_ROOT;11774;8;11772;25;;;11788;12;11789;22;;;11779.5;0.0
2;7700;ASH_COATED_OSMIUM;9992;11;9989;27;;;10010;24;10012;20;;;10001.0;0.0
2;7700;INTARIAN_PEPPER_ROOT;11774;22;11770;22;;;11787;12;;;;;11779.5;0.0
2;7800;ASH_COATED_OSMIUM;9996;12;9990;23;;;10009;12;10012;13;;;10001.0;0.0
2;7800;INTARIAN_PEPPER_ROOT;11773;12;11770;19;;;11786;10;11789;25;;;11779.5;0.0
2;7900;ASH_COATED_OSMIUM;9992;13;9992;30;;;10011;10;10013;28;;;10001.5;0.0
2;7900;INTARIAN_PEPPER_ROOT;11773;11;11770;18;;;11787;11;11791;19;;;11779.5;0.0
2;8000;ASH_COATED_OSMIUM;9994;14;9992;26;;;10011;13;10012;30;;;10002.0;0.0
2;8000;INTARIAN_PEPPER_ROOT;11773;8;;;;;11788;11;11790;19;;;11779.5;0.0
2;8100;ASH_COATED_OSMIUM;9995;12;;;;;10012;11;10013;20;;;10002.0;0.0
2;8100;INTARIAN_PEPPER_ROOT;11774;21;11770;24;;;11787;12;;;;;11779.5;0.0
2;8200;ASH_COATED_OSMIUM;9993;15;;;;;10010;13;10012;22;10015;23;10001.5;0.0
2;8200;INTARIAN_PEPPER_ROOT;11772;8;11770;25;;;11786;9;;;;;11779.5;0.0
2;8300;ASH_COATED_OSMIUM;9993;11;;;;;10010;15;10013;26;;;10001.5;0.0
2;8300;INTARIAN_PEPPER_ROOT;11774;12;11771;17;;;11786;12;;;;;11779.5;0.0
2;8400;ASH_COATED_OSMIUM;9993;12;;;;;10009;12;10011;20;;;10001.0;0.0
2;8400;INTARIAN_PEPPER_ROOT;11773;10;11771;21;;;11787;12;11788;18;;;11779.0;0.0
2;8500;ASH_COATED_OSMIUM;9993;14;9990;20;;;10009;11;10012;20;;;10001.0;0.0
2;8500;INTARIAN_PEPPER_ROOT;11774;12;;;;;11785;10;11791;17;;;11779.0;0.0
2;8600;ASH_COATED_OSMIUM;9996;15;9990;20;;;10009;12;;;;;10000.5;0.0
2;8600;INTARIAN_PEPPER_ROOT;11773;17;11771;12;;;11786;8;;;;;11779.0;0.0
2;8700;ASH_COATED_OSMIUM;9994;12;9990;23;;;10008;15;10011;24;;;10000.0;0.0
2;8700;INTARIAN_PEPPER_ROOT;11773;9;;;;;11786;12;;;;;11779.0;0.0
2;8800;ASH_COATED_OSMIUM;9990;15;9992;30;;;10008;14;;;;;9999.5;0.0
2;8800;INTARIAN_PEPPER_ROOT;11774;10;11770;22;;;11786;12;11792;17;;;11779.0;0.0
2;8900;ASH_COATED_OSMIUM;9990;10;9989;13;;;10007;23;10010;26;;;9999.0;0.0
2;8900;INTARIAN_PEPPER_ROOT;11773;16;11771;20;;;11788;23;;;;;11779.0;0.0
2;9000;ASH_COATED_OSMIUM;9992;14;;;;;10008;14;;;;;9999.5;0.0
2;9000;INTARIAN_PEPPER_ROOT;11772;11;11770;18;;;11785;12;;;;;11779.0;0.0
2;9100;ASH_COATED_OSMIUM;9997;10;9989;25;;;10008;10;;;;;9999.5;0.0
2;9100;INTARIAN_PEPPER_ROOT;11772;10;;;;;11787;19;;;;;11779.0;0.0
2;9200;ASH_COATED_OSMIUM;9991;12;;;;;10007;15;10009;30;;;9999.0;0.0
2;9200;INTARIAN_PEPPER_ROOT;11773;10;11771;21;;;11787;9;11789;15;;;11779.0;0.0
2;9300;ASH_COATED_OSMIUM;9992;12;9989;26;;;10008;13;;;;;9999.5;0.0
2;9300;INTARIAN_PEPPER_ROOT;11772;8;11769;22;;;11781;10;11787;18;;;11779.0;0.0
2;9400;ASH_COATED_OSMIUM;9992;5;9990;27;;;10009;11;10012;29;;;10000.0;0.0
2;9400;INTARIAN_PEPPER_ROOT;11773;9;11770;22;;;11788;8;11790;21;;;11779.0;0.0
2;9500;ASH_COATED_OSMIUM;9995;15;9989;22;;;10004;11;;;;;10000.0;0.0
2;9500;INTARIAN_PEPPER_ROOT;11771;18;;;;;11785;12;;;;;11778.5;0.0
2;9600;ASH_COATED_OSMIUM;9990;12;9990;22;;;10007;10;10010;30;;;9999.5;0.0
2;9600;INTARIAN_PEPPER_ROOT;11773;10;11768;25;;;11786;21;11788;9;;;11778.5;0.0
2;9700;ASH_COATED_OSMIUM;9992;14;9989;28;;;10008;10;10012;11;;;10000.0;0.0
2;9700;INTARIAN_PEPPER_ROOT;11772;11;11770;15;;;11786;9;11786;20;;;11778.5;0.0
2;9800;ASH_COATED_OSMIUM;9991;11;;;;;10007;10;10010;29;;;9999.0;0.0
2;9800;INTARIAN_PEPPER_ROOT;11770;12;;;;;11785;9;;;;;11778.5;0.0
2;9900;ASH_COATED_OSMIUM;9990;13;;;;;10009;25;10009;26;;;9999.0;0.0
2;9900;INTARIAN_PEPPER_ROOT;11772;9;11770;24;;;11785;8;11788;23;;;11778.5;0.0
2;10000;ASH_COATED_OSMIUM;9991;11;9988;21;;;10007;13;10010;27;;;9999.0;0.0
2;10000;INTARIAN_PEPPER_ROOT;11769;11;11769;17;;;11787;10;11791;19;;;11778.5;0.0
2;10100;ASH_COATED_OSMIUM;9992;11;;;;;10009;11;10010;25;;;9999.5;0.0
2;10100;INTARIAN_PEPPER_ROOT;11773;12;;;;;11780;12;;;;;11778.5;0.0
2;10200;ASH_COATED_OSMIUM;9991;21;;;;;10007;12;10011;21;;;9999.0;0.0
2;10200;INTARIAN_PEPPER_ROOT;11773;12;;;;;11785;10;11789;20;;;11778.5;0.0
2;10300;ASH_COATED_OSMIUM;9992;12;;;;;10008;14;10010;25;;;9999.5;0.0
2;10300;INTARIAN_PEPPER_ROOT;11773;12;11768;18;;;11786;10;;;;;11778.5;0.0
2;10400;ASH_COATED_OSMIUM;9992;13;;;;;10008;13;;;;;9999.5;0.0
2;10400;INTARIAN_PEPPER_ROOT;11771;11;;;;;11788;8;11788;16;;;11778.5;0.0
2;10500;ASH_COATED_OSMIUM;9998;12;;;;;10009;12;;;;;10000.5;0.0
2;10500;INTARIAN_PEPPER_ROOT;11772;11;;;;;11784;9;11787;25;;;11778.5;0.0
2;10600;ASH_COATED_OSMIUM;9993;23;;;;;10009;24;10011;26;;;10001.0;0.0
2;10600;INTARIAN_PEPPER_ROOT;11773;11;11769;22;;;11784;11;11786;18;;;11778.0;0.0
2;10700;ASH_COATED_OSMIUM;9994;13;;;;;10011;13;10012;24;;;10001.5;0.0
2;10700;INTARIAN_PEPPER_ROOT;11774;24;11769;16;;;11784;12;11787;21;;;11778.0;0.0
2;10800;ASH_COATED_OSMIUM;9993;12;9989;23;;;10012;14;10012;26;;;10001.0;0.0
2;10800;INTARIAN_PEPPER_ROOT;11772;12;11769;20;;;11784;8;;;;;11778.0;0.0
2;10900;ASH_COATED_OSMIUM;9993;11;9991;30;;;10009;14;10016;20;;;10001.0;0.0
2;10900;INTARIAN_PEPPER_ROOT;11772;18;11768;17;;;11786;15;11788;20;;;11778.0;0.0
2;11000;ASH_COATED_OSMIUM;9991;15;9991;26;;;10010;14;10011;24;;;10000.5;0.0
2;11000;INTARIAN_PEPPER_ROOT;11771;8;11769;18;;;11784;11;11788;19;;;11778.0;0.0
2;11100;ASH_COATED_OSMIUM;9992;15;9987;23;;;10008;14;10010;29;;;10000.0;0.0
2;11100;INTARIAN_PEPPER_ROOT;11777;11;11768;15;;;11785;10;;;;;11778.0;0.0
2;11200;ASH_COATED_OSMIUM;9992;12;9990;23;;;10008;23;10011;14;;;10000.0;0.0
2;11200;INTARIAN_PEPPER_ROOT;11772;12;11771;8;;;11785;9;;;;;11778.0;0.0
2;11300;ASH_COATED_OSMIUM;9992;10;9989;23;;;10008;11;;;;;10000.0;0.0
2;11300;INTARIAN_PEPPER_ROOT;11772;8;;;;;11786;25;11789;19;;;11778.0;0.0
2;11400;ASH_COATED_OSMIUM;9993;13;9989;21;;;10010;11;10012;28;;;10000.5;0.0
2;11400;INTARIAN_PEPPER_ROOT;11771;10;;;;;11785;9;;;;;11778.0;0.0
2;11500;ASH_COATED_OSMIUM;9993;10;;;9988;29;10009;11;;;;;10001.0;0.0
2;11500;INTARIAN_PEPPER_ROOT;11773;11;;;;;11785;12;;;;;11778.0;0.0
2;11600;ASH_COATED_OSMIUM;9992;29;9990;23;;;10009;28;10011;26;;;10001.0;0.0
2;11600;INTARIAN_PEPPER_ROOT;11772;18;11768;16;;;11784;11;11786;15;;;11777.5;0.0
2;11700;ASH_COATED_OSMIUM;9994;10;;;;;10010;10;10012;24;;;10001.5;0.0
2;11700;INTARIAN_PEPPER_ROOT;11776;12;11768;22;;;11785;8;11787;16;;;11777.5;0.0
2;11800;ASH_COATED_OSMIUM;9997;27;9991;11;;;10010;15;10013;26;;;10001.5;0.0
2;11800;INTARIAN_PEPPER_ROOT;11771;8;11768;18;;;11781;10;11788;15;;;11777.5;0.0
2;11900;ASH_COATED_OSMIUM;9994;13;;;;;10010;28;10012;23;;;10001.5;0.0
2;11900;INTARIAN_PEPPER_ROOT;11771;9;11769;20;;;11786;11;;;;;11777.5;0.0
2;12000;ASH_COATED_OSMIUM;9994;13;9992;20;;;10012;14;10013;25;;;10002.0;0.0
2;12000;INTARIAN_PEPPER_ROOT;11772;11;11767;20;;;11784;8;11787;24;;;11777.5;0.0
2;12100;ASH_COATED_OSMIUM;9994;13;9992;28;;;10011;7;10009;25;;;10001.5;0.0
2;12100;INTARIAN_PEPPER_ROOT;11771;9;11769;17;;;11786;9;;;;;11777.5;0.0
2;12200;ASH_COATED_OSMIUM;9992;10;9992;10;;;10010;15;;;;;10001.5;0.0
2;12200;INTARIAN_PEPPER_ROOT;11771;9;11769;21;;;11784;8;11785;16;;;11777.5;0.0
2;12300;ASH_COATED_OSMIUM;9997;12;9992;21;;;10010;20;;;;;10002.0;0.0
2;12300;INTARIAN_PEPPER_ROOT;11771;11;;;;;11784;9;11786;22;;;11777.5;0.0
2;12400;ASH_COATED_OSMIUM;9997;13;;;;;10010;14;10014;25;;;10002.0;0.0
2;12400;INTARIAN_PEPPER_ROOT;11771;11;;;;;11784;10;11787;21;;;11777.5;0.0
2;12500;ASH_COATED_OSMIUM;9991;11;9990;21;;;10011;11;10010;30;;;10001.5;0.0
2;12500;INTARIAN_PEPPER_ROOT;11772;11;;;;;11783;24;11787;21;;;11777.5;0.0
2;12600;ASH_COATED_OSMIUM;9993;5;;;;;10009;10;10012;22;;;10001.0;0.0
2;12600;INTARIAN_PEPPER_ROOT;11772;10;11769;23;;;11783;12;11788;23;11789;23;11777.0;0.0
2;12700;ASH_COATED_OSMIUM;9992;10;9991;20;;;10011;28;10013;30;;;10001.0;0.0
2;12700;INTARIAN_PEPPER_ROOT;11771;8;11768;19;;;11786;9;11785;21;;;11777.0;0.0
2;12800;ASH_COATED_OSMIUM;9993;25;9991;24;;;10009;15;10013;22;;;10001.0;0.0
2;12800;INTARIAN_PEPPER_ROOT;11771;9;11768;17;;;11784;10;;;;;11777.0;0.0
2;12900;ASH_COATED_OSMIUM;9999;10;9990;23;;;10009;12;10011;30;;;10001.0;0.0
2;12900;INTARIAN_PEPPER_ROOT;11769;21;11768;23;;;11786;11;11786;22;;;11777.0;0.0
2;13000;ASH_COATED_OSMIUM;9992;2;9990;20;;;10010;10;10014;25;;;10000.5;0.0
2;13000;INTARIAN_PEPPER_ROOT;11769;8;11769;23;;;11786;11;11788;21;;;11777.0;0.0
